23,10,4,15,4,7,1,39,4,1,0,0,40,-1
79,10,4,15,2,10,2,39,4,1,0,0,20,-1
27,9,4,11,4,8,3,26,4,1,0,0,40,-1
40,12,4,7,2,1,0,39,4,1,0,0,40,-1
67,6,0,0,2,0,0,39,4,1,0,0,2,-1
18,7,4,1,4,8,3,39,4,0,0,0,22,-1
31,4,2,5,2,5,0,39,4,1,0,0,40,-1
18,9,4,11,4,12,1,39,4,1,0,0,30,-1
52,13,4,9,2,8,0,5,4,1,0,0,40,-1
46,9,4,11,2,8,5,39,4,0,0,0,40,-1
59,9,4,11,2,12,0,39,4,1,0,0,48,-1
44,9,4,11,0,3,1,39,4,0,14344,0,40,1
53,9,4,11,0,12,3,39,4,0,0,0,35,-1
49,9,2,11,2,11,0,39,4,1,0,0,40,1
33,14,4,12,2,10,0,39,4,1,0,0,50,-1
30,5,4,6,4,12,1,39,4,1,0,0,40,-1
43,16,1,10,4,10,1,39,4,0,0,0,50,1
57,11,4,8,2,10,0,39,4,1,0,0,40,-1
37,10,4,15,0,3,4,39,4,0,0,0,40,-1
28,10,4,15,0,7,4,39,2,0,0,0,25,-1
30,9,4,11,2,12,5,0,1,0,0,1573,35,-1
34,13,2,9,2,11,0,39,4,1,0,0,40,1
29,10,2,15,4,6,1,39,4,1,0,0,50,-1
48,16,6,10,2,10,0,39,4,1,0,1902,60,1
37,10,4,15,2,12,0,39,4,1,0,0,48,1
48,12,4,7,0,4,4,9,4,0,0,0,40,-1
32,9,1,11,4,8,3,39,2,1,0,0,40,-1
76,14,4,12,2,4,0,39,4,1,0,0,40,1
44,13,4,9,2,4,0,39,4,1,15024,0,60,1
47,14,6,12,4,10,1,39,4,0,0,0,50,-1
20,10,4,15,4,13,3,39,4,0,0,0,40,-1
29,9,4,11,4,3,1,39,4,1,0,0,40,-1
32,9,5,11,2,3,0,39,4,1,7688,0,40,1
17,6,0,0,4,0,3,39,4,0,34095,0,32,-1
30,7,4,1,4,6,3,39,4,1,0,0,40,-1
31,9,2,11,4,1,1,39,4,0,0,0,40,-1
42,9,4,11,2,6,0,39,4,1,0,0,40,-1
24,13,4,9,4,12,2,39,4,1,0,0,40,-1
38,15,4,14,2,10,0,39,4,1,0,0,40,1
56,9,6,11,2,8,0,2,4,1,0,1887,50,1
28,10,4,15,2,12,5,39,4,0,4064,0,25,-1
36,9,4,11,4,7,3,39,4,0,0,0,40,-1
53,5,4,6,2,6,0,39,4,1,0,0,50,-1
56,10,5,15,2,12,0,39,4,1,0,0,50,-1
49,11,2,8,2,3,0,39,2,1,0,0,40,1
55,10,4,15,2,12,0,39,4,1,0,0,56,-1
22,9,4,11,4,3,1,39,4,1,0,0,41,-1
21,10,4,15,4,8,3,39,4,0,0,0,40,-1
40,13,4,9,2,4,0,39,4,1,0,0,60,-1
30,13,4,9,4,4,3,11,2,1,0,0,40,-1
29,13,7,9,2,10,0,39,4,1,0,0,50,1
19,10,4,15,4,8,3,39,2,1,0,0,35,-1
47,13,4,9,2,4,5,39,4,0,0,0,40,1
20,10,4,15,4,1,3,39,4,0,0,1719,28,-1
31,12,4,7,2,1,0,39,4,1,0,0,40,1
35,9,0,11,2,0,0,39,4,1,0,0,40,-1
39,10,4,15,0,3,1,39,4,1,0,0,40,-1
28,12,4,7,4,12,1,39,4,0,0,0,60,-1
24,9,4,11,4,8,1,39,4,0,0,1762,40,-1
38,9,6,11,2,3,0,39,4,1,4386,0,35,-1
37,13,4,9,2,12,0,39,4,1,0,0,50,-1
46,12,4,7,0,13,1,39,2,0,0,0,36,-1
38,14,1,12,2,10,0,20,4,1,0,0,40,1
43,9,6,11,2,3,0,39,4,1,0,0,60,-1
27,11,4,8,2,1,5,39,4,0,0,0,35,-1
20,10,4,15,4,12,3,39,4,1,0,0,20,-1
49,10,4,15,2,3,0,39,1,1,0,0,40,1
61,9,5,11,2,3,0,39,4,1,0,0,40,-1
27,10,4,15,4,12,3,39,4,0,0,0,40,-1
19,10,4,15,4,8,3,26,4,1,0,0,30,-1
45,11,4,8,4,10,1,39,4,0,0,1564,40,1
70,10,4,15,4,13,2,39,4,1,0,0,40,-1
31,9,4,11,4,14,4,39,2,0,0,0,30,-1
22,10,4,15,2,8,0,39,4,1,0,0,24,-1
36,9,4,11,6,8,4,39,4,0,0,0,24,-1
64,7,4,1,2,3,0,39,4,1,0,2179,40,-1
43,10,0,15,0,0,1,39,4,0,0,0,40,-1
47,10,2,15,0,1,4,26,4,0,0,0,38,-1
34,9,4,11,4,1,1,39,4,0,0,0,40,-1
33,13,4,9,4,4,2,30,1,0,0,0,40,-1
21,9,4,11,4,3,3,39,4,1,0,0,35,-1
52,9,0,11,0,0,1,39,4,1,0,0,45,1
48,9,4,11,2,3,0,39,4,1,0,0,46,-1
23,13,4,9,4,6,1,39,4,1,0,0,40,-1
71,10,6,15,5,12,4,39,2,1,0,1816,2,-1
29,9,4,11,0,3,1,39,4,1,0,0,60,-1
42,13,4,9,5,8,2,39,2,1,0,0,50,-1
68,2,0,3,0,0,1,39,4,0,0,0,20,-1
25,9,4,11,4,8,4,39,4,0,0,0,40,-1
44,14,5,12,0,4,4,39,1,0,0,0,40,-1
28,9,4,11,4,4,1,9,1,0,0,0,40,-1
45,14,6,12,2,12,0,39,4,1,0,0,40,1
36,10,4,15,0,8,4,26,4,0,0,0,40,-1
39,12,1,7,4,4,1,39,4,1,0,0,42,-1
46,14,7,12,6,11,4,39,4,1,0,0,40,-1
18,7,4,1,4,6,3,39,4,1,0,0,16,-1
66,11,2,8,6,10,1,39,4,0,0,0,20,-1
27,9,4,11,4,8,1,39,4,1,0,1980,40,-1
28,9,7,11,2,11,0,39,4,1,0,0,40,-1
51,10,4,15,2,12,0,39,4,1,0,1977,40,1
27,13,4,9,4,3,1,39,4,1,0,0,50,-1
28,13,7,9,2,10,0,39,4,1,0,0,40,1
27,9,4,11,3,12,4,39,4,0,0,0,25,-1
21,9,4,11,4,3,3,39,2,1,0,0,40,-1
34,9,4,11,4,6,1,39,2,1,0,0,40,-1
18,9,4,11,4,8,3,39,4,1,0,0,12,-1
33,13,4,9,2,10,0,39,4,1,0,0,65,-1
44,10,2,15,2,4,0,39,2,1,0,0,38,1
43,10,4,15,0,1,1,39,4,0,0,0,40,-1
30,10,4,15,4,3,1,39,2,1,0,0,45,-1
40,4,4,5,2,7,0,26,4,1,0,0,40,1
37,10,1,15,2,1,0,39,4,1,0,0,42,1
34,9,4,11,2,1,0,39,2,1,0,0,40,-1
41,13,6,9,0,4,1,39,4,0,0,0,40,-1
53,13,0,9,0,0,1,39,4,0,0,0,50,-1
31,14,4,12,2,10,5,39,4,0,0,0,50,-1
58,16,7,10,2,10,0,39,4,1,0,0,1,1
38,10,4,15,0,7,1,39,2,0,0,0,28,-1
24,10,4,15,2,7,0,39,4,1,0,0,40,-1
41,13,2,9,2,3,0,39,2,1,0,0,40,-1
47,10,4,15,2,13,0,39,4,1,0,0,45,-1
41,13,1,9,2,13,0,39,4,1,0,0,24,-1
23,3,4,4,2,14,2,26,4,1,0,0,40,-1
36,10,4,15,0,3,1,39,4,1,0,0,40,-1
40,14,1,12,4,4,1,39,4,0,14084,0,55,1
35,14,4,12,2,10,2,39,4,1,7298,0,40,1
24,9,6,11,4,12,1,39,4,1,0,0,40,-1
26,14,4,12,4,10,1,39,4,0,0,1876,40,-1
19,9,0,11,4,0,3,22,4,1,0,0,40,-1
51,13,4,9,2,4,0,39,4,1,0,0,50,1
42,10,2,15,4,10,1,39,4,0,0,1340,40,-1
37,9,7,11,0,1,4,39,4,0,0,0,35,-1
18,7,4,1,4,12,3,39,4,0,0,0,40,-1
36,13,4,9,2,8,0,39,2,1,7298,0,36,1
35,9,4,11,0,3,1,39,4,1,0,0,60,-1
58,9,5,11,2,12,5,39,4,0,15024,0,35,1
17,7,4,1,4,12,3,39,4,0,0,0,12,-1
44,9,2,11,2,14,0,39,2,1,0,0,40,-1
37,9,4,11,2,3,0,39,4,1,0,0,40,1
35,10,4,15,4,12,1,39,0,0,0,0,40,-1
60,9,4,11,2,3,0,39,1,1,0,0,40,-1
54,4,5,5,2,7,0,39,4,1,0,0,40,1
37,13,4,9,4,4,1,39,2,1,0,0,60,1
50,12,4,7,0,12,1,39,4,0,0,0,40,-1
38,13,4,9,2,12,0,31,4,1,0,0,50,-1
45,13,4,9,2,10,0,39,4,1,0,0,55,-1
25,6,4,0,4,3,1,39,4,1,0,0,40,-1
31,10,4,15,2,6,0,39,4,1,0,0,40,-1
64,2,0,3,0,0,1,39,4,1,0,0,40,-1
90,9,4,11,4,8,1,39,2,1,0,2206,40,-1
54,9,4,11,2,1,0,39,2,1,0,0,20,-1
53,1,2,13,4,7,1,39,4,0,0,0,35,-1
18,9,4,11,4,12,3,39,4,0,0,0,40,-1
60,6,0,0,0,0,1,39,0,0,0,0,10,-1
66,9,6,11,2,5,0,39,4,1,1409,0,50,-1
75,11,4,8,6,1,1,4,4,0,0,0,20,-1
65,9,4,11,0,1,1,39,4,0,0,0,40,-1
35,7,4,1,5,14,1,39,2,1,3674,0,40,-1
41,9,4,11,0,12,4,39,2,0,0,0,38,-1
25,10,4,15,4,1,1,39,4,1,0,0,42,-1
33,10,4,15,0,3,2,39,3,0,0,0,40,-1
28,15,4,14,4,10,1,39,4,1,0,0,55,1
59,9,7,11,2,8,0,39,4,1,0,0,40,-1
40,10,7,15,4,1,1,39,4,0,0,0,38,-1
41,13,4,9,2,4,0,20,4,1,0,0,50,1
38,14,2,12,2,4,0,39,4,1,0,0,70,1
23,9,4,11,4,14,3,39,4,1,0,0,40,-1
40,13,4,9,2,10,0,39,4,1,0,0,40,1
41,9,6,11,2,8,5,39,4,0,0,0,20,-1
24,12,7,7,2,11,0,39,4,1,0,0,50,-1
20,10,0,15,4,0,3,39,4,1,0,0,20,-1
38,10,4,15,0,3,1,39,4,1,0,1741,40,-1
56,9,4,11,2,1,0,0,4,1,0,0,35,-1
58,9,4,11,2,1,0,39,4,1,0,0,45,1
32,9,4,11,4,8,1,39,4,0,0,0,34,-1
40,12,4,7,2,13,0,39,4,1,0,1977,60,1
45,9,4,11,2,1,0,0,4,1,0,0,40,-1
41,15,4,14,2,10,5,39,4,0,0,0,40,1
42,13,4,9,2,1,5,39,2,0,0,0,40,-1
59,6,2,0,6,8,4,39,2,0,0,0,30,-1
19,10,2,15,4,1,3,39,4,1,0,0,40,-1
58,10,4,15,4,14,1,39,4,1,0,0,20,-1
42,9,6,11,2,5,0,1,1,1,0,0,40,1
20,9,4,11,4,8,3,39,4,0,0,0,40,-1
32,9,4,11,5,8,1,39,4,0,0,0,30,-1
45,11,4,8,6,4,1,39,4,0,0,0,45,-1
50,4,4,5,0,3,1,39,4,1,0,0,40,-1
36,13,4,9,0,10,3,39,4,0,0,0,40,-1
45,9,4,11,2,12,0,39,4,1,0,0,60,-1
17,7,4,1,4,8,3,39,4,1,0,0,12,-1
59,10,4,15,2,12,0,39,4,1,4064,0,40,-1
26,7,4,1,2,3,0,39,4,1,0,0,40,-1
37,10,5,15,2,4,0,37,1,1,0,0,75,1
19,10,0,15,4,0,3,2,4,1,0,0,24,-1
64,9,4,11,2,4,0,39,4,1,0,0,40,1
33,13,4,9,4,10,1,39,4,0,0,0,45,-1
33,9,4,11,2,3,5,39,4,0,0,0,40,1
61,9,4,11,2,4,0,39,4,1,0,0,40,1
17,5,4,6,4,8,3,39,4,1,1055,0,24,-1
50,14,6,12,2,5,0,39,4,1,2407,0,98,-1
27,14,2,12,4,10,3,39,4,1,0,0,35,-1
30,9,4,11,0,10,3,39,4,0,0,0,40,-1
43,9,4,11,2,6,0,39,2,1,0,0,40,-1
44,10,4,15,2,3,0,39,4,1,7298,0,40,1
35,10,4,15,4,4,1,39,4,0,0,0,40,-1
25,10,4,15,4,13,3,39,4,0,0,0,40,-1
24,10,4,15,2,7,5,39,4,0,7298,0,48,1
22,13,4,9,4,10,1,11,4,0,0,0,15,-1
42,10,2,15,2,3,0,39,4,1,5178,0,40,1
34,12,4,7,0,12,4,39,2,0,0,0,45,-1
60,13,4,9,0,10,1,39,4,0,0,0,42,-1
21,9,4,11,4,6,3,39,4,1,0,0,40,-1
57,14,1,12,2,12,0,39,4,1,15024,0,40,1
41,15,4,14,2,10,0,39,4,1,0,0,60,1
50,10,4,15,0,8,1,39,4,1,0,0,45,-1
25,13,4,9,4,4,1,39,4,0,0,0,40,-1
50,4,4,5,2,3,0,7,4,1,0,0,40,-1
36,13,4,9,2,10,0,39,4,1,0,0,45,-1
31,9,4,11,0,10,1,39,4,0,0,0,40,-1
29,13,2,9,4,11,1,39,4,1,0,0,56,-1
21,10,4,15,4,12,3,39,4,1,0,0,45,-1
27,13,4,9,4,13,4,39,2,0,0,0,40,-1
65,9,4,11,2,14,0,39,4,1,0,0,16,-1
37,13,5,9,0,12,1,39,4,0,0,0,60,-1
39,14,0,12,2,0,5,0,1,0,3464,0,40,-1
24,9,4,11,4,3,3,39,4,1,0,0,40,-1
38,9,4,11,0,12,1,39,4,1,0,0,80,-1
48,13,4,9,2,1,0,39,4,1,7688,0,40,1
21,10,4,15,4,8,1,39,1,0,0,0,25,-1
31,9,4,11,2,14,0,39,4,1,0,0,45,1
55,9,4,11,2,12,0,39,4,1,4386,0,40,1
24,10,4,15,2,1,5,25,1,0,0,0,40,-1
43,9,4,11,0,1,1,39,4,0,0,0,40,-1
26,12,4,7,4,13,1,39,4,1,0,0,45,-1
46,12,4,7,4,10,1,39,4,0,0,0,33,-1
35,12,4,7,2,1,0,39,4,1,0,0,40,1
41,10,5,15,2,5,0,39,4,1,0,0,54,1
26,13,4,9,4,12,1,39,4,1,0,0,40,-1
34,14,4,12,2,4,0,36,1,1,7298,0,35,1
19,10,0,15,4,0,3,39,2,0,0,0,25,-1
36,13,6,9,0,10,1,39,2,0,0,0,40,1
22,10,4,15,4,12,3,39,4,1,0,0,15,-1
24,10,4,15,4,7,1,39,4,1,0,0,40,-1
77,10,6,15,2,12,0,39,4,1,0,0,40,-1
22,3,4,4,2,7,2,26,4,0,0,0,40,-1
29,10,4,15,4,13,1,39,4,0,0,0,40,-1
62,9,4,11,6,8,1,39,4,0,0,0,24,-1
39,9,6,11,2,4,0,39,4,1,0,0,40,-1
43,10,4,15,2,3,0,39,4,1,0,1485,50,-1
35,9,4,11,0,14,1,39,4,1,0,0,45,-1
29,7,4,1,4,4,1,39,4,0,0,0,40,-1
76,14,6,12,2,3,0,39,4,1,0,0,10,-1
63,9,6,11,2,5,0,39,4,1,0,0,45,-1
23,11,0,8,4,0,3,39,2,0,0,0,15,-1
43,10,4,15,2,10,5,39,4,0,0,1887,50,1
58,9,6,11,2,6,0,39,4,1,0,0,40,-1
66,9,4,11,4,14,1,39,4,1,2050,0,55,-1
41,10,4,15,4,3,1,39,2,1,0,0,45,-1
26,13,4,9,4,1,1,39,4,1,0,0,40,-1
47,11,4,8,4,8,1,39,4,1,0,0,40,-1
55,6,2,0,2,1,0,39,4,1,0,0,40,-1
53,9,4,11,2,14,0,39,4,1,0,0,40,-1
17,3,4,4,4,8,2,26,4,1,0,0,48,-1
30,9,4,11,4,3,2,39,4,1,0,0,40,-1
49,14,4,12,4,10,1,39,4,1,0,0,60,-1
19,9,4,11,4,12,4,14,2,1,0,0,30,-1
45,9,4,11,2,8,0,39,2,1,0,0,40,-1
26,12,4,7,4,12,1,39,4,1,0,0,40,-1
38,11,4,8,2,3,0,39,4,1,7298,0,40,1
36,9,7,11,2,11,0,39,4,1,7298,0,40,1
33,9,4,11,4,5,1,39,4,1,0,0,20,-1
22,10,7,15,4,11,3,39,2,0,0,0,40,-1
43,13,6,9,4,12,1,39,4,1,0,0,42,-1
67,7,0,1,2,0,0,39,4,1,0,0,8,-1
30,11,0,8,0,0,4,39,4,0,0,0,40,-1
56,12,4,7,3,8,1,20,4,1,0,0,25,-1
31,13,4,9,4,10,3,39,4,1,0,0,25,-1
33,13,4,9,2,4,0,39,4,1,0,0,40,1
26,9,4,11,2,8,0,39,4,1,0,0,40,-1
33,13,4,9,2,4,0,39,4,1,0,0,40,1
46,7,2,1,2,14,0,39,4,1,0,0,30,-1
59,13,0,9,2,0,0,39,4,1,0,0,40,1
38,9,1,11,2,1,0,39,4,1,0,0,40,1
65,7,4,1,6,8,4,39,3,1,0,0,40,-1
40,11,4,8,2,13,0,39,4,1,0,0,40,1
42,9,4,11,2,1,5,39,4,0,0,0,35,-1
26,5,6,6,2,3,0,32,4,1,0,0,40,-1
36,6,4,0,2,8,5,39,4,0,0,0,24,-1
62,14,4,12,2,10,0,39,4,1,0,0,40,1
43,13,4,9,2,14,0,39,4,1,0,0,45,-1
43,13,4,9,0,4,1,39,4,1,0,1564,45,1
22,9,4,11,3,12,1,39,4,1,0,0,55,-1
28,9,4,11,2,3,0,39,4,1,0,0,40,-1
56,10,6,15,2,12,0,39,4,1,0,0,45,-1
22,12,4,7,4,12,1,39,4,0,0,0,15,-1
57,13,4,9,0,4,1,39,4,0,0,0,45,1
39,9,4,11,0,12,4,39,4,0,0,0,40,-1
26,10,1,15,4,1,4,39,4,0,0,0,15,-1
17,7,4,1,4,8,3,39,4,1,0,0,10,-1
40,11,7,8,2,7,0,39,4,1,0,0,38,1
45,9,4,11,2,7,0,39,2,1,0,0,40,-1
44,9,4,11,4,3,1,39,2,1,0,0,40,-1
20,10,2,15,4,1,3,39,4,0,0,0,10,-1
33,9,4,11,2,3,5,39,4,0,0,0,40,-1
23,10,4,15,4,12,1,39,4,1,0,0,40,-1
46,14,6,12,0,4,1,39,4,1,0,0,30,-1
38,9,4,11,2,12,0,39,4,1,0,0,50,-1
54,9,4,11,0,14,1,39,4,1,0,0,40,-1
46,3,4,4,0,3,1,39,4,0,0,2339,45,-1
25,10,4,15,2,3,0,39,4,1,0,0,40,-1
46,10,4,15,0,12,1,39,4,0,0,0,40,-1
36,10,2,15,2,14,5,39,4,0,0,0,40,-1
23,9,4,11,4,8,1,39,4,0,0,0,25,-1
29,9,4,11,5,7,1,39,4,1,0,0,40,-1
44,10,4,15,2,1,5,39,4,0,0,2415,6,1
19,10,4,15,4,1,3,39,4,0,0,0,16,-1
19,9,4,11,4,8,2,39,4,0,0,0,40,-1
35,9,4,11,2,8,5,39,4,0,0,0,40,1
27,13,4,9,4,3,1,39,4,1,0,0,50,-1
46,12,6,7,5,3,1,39,4,1,0,0,40,-1
34,13,7,9,2,4,0,0,4,1,7688,0,45,1
34,9,4,11,4,8,1,39,4,0,0,0,35,-1
44,10,4,15,2,13,0,39,4,1,0,0,40,-1
45,10,4,15,0,6,4,39,4,0,0,0,40,-1
20,9,0,11,4,0,2,39,4,0,0,0,35,-1
25,13,4,9,2,4,0,39,4,1,0,0,55,1
52,13,5,9,2,4,0,39,4,1,0,0,50,1
20,10,4,15,4,6,3,39,4,1,0,0,40,-1
28,10,4,15,4,8,1,39,4,0,0,0,40,-1
50,13,7,9,2,11,0,39,4,1,0,0,40,1
34,11,4,8,0,13,1,39,4,0,0,0,64,-1
28,4,4,5,2,6,0,33,3,1,0,2179,40,-1
41,14,4,12,2,4,0,39,4,1,0,1977,65,1
28,9,4,11,2,1,0,39,4,1,0,0,40,-1
46,9,6,11,2,3,0,39,4,1,0,0,25,-1
28,10,0,15,2,0,5,39,4,0,0,1887,40,1
32,10,4,15,2,4,0,39,4,1,0,0,50,-1
41,10,2,15,0,8,1,39,2,0,0,0,24,-1
24,9,4,11,4,6,4,39,2,0,0,0,40,-1
33,10,4,15,0,4,4,39,4,0,0,0,40,-1
46,16,4,10,2,4,0,39,4,1,15024,0,60,1
31,10,7,15,2,7,0,39,4,1,0,0,40,-1
35,8,4,2,0,3,1,39,4,1,0,0,50,1
52,2,4,3,2,7,0,26,4,1,0,0,40,-1
30,7,4,1,4,8,3,39,4,0,0,0,19,-1
34,7,2,1,5,7,1,39,2,1,0,0,40,-1
34,9,7,11,0,14,4,39,4,0,0,0,40,-1
20,10,4,15,2,12,0,39,4,1,0,0,30,-1
17,7,4,1,4,6,3,39,4,1,2176,0,18,-1
32,13,7,9,2,4,5,39,4,0,0,0,40,1
29,9,4,11,0,5,1,39,4,1,0,0,40,-1
33,6,4,0,4,3,4,39,4,0,0,0,35,-1
25,9,4,11,2,14,0,39,4,1,0,0,60,-1
36,14,1,12,4,10,1,39,4,1,0,1408,40,-1
23,9,4,11,4,6,1,6,4,1,0,0,72,-1
63,9,5,11,2,4,0,39,4,1,0,0,40,1
47,14,2,12,2,10,0,39,4,1,0,0,40,-1
80,9,0,11,6,0,1,39,4,1,0,0,24,-1
17,7,0,1,4,0,3,39,4,1,0,0,40,-1
40,13,6,9,3,10,1,39,4,0,2174,0,40,-1
30,12,4,7,2,8,5,39,4,0,0,0,25,1
27,10,4,15,4,3,3,30,1,1,0,1980,40,-1
33,14,4,12,2,10,0,39,4,1,0,0,50,1
34,9,2,11,4,5,1,39,2,1,594,0,60,-1
34,10,2,15,4,11,1,39,4,0,0,0,40,-1
23,10,4,15,2,1,0,39,4,1,0,0,40,-1
42,10,2,15,2,1,5,39,4,0,0,0,40,-1
29,13,4,9,4,10,1,39,4,1,0,0,40,-1
45,9,4,11,0,1,1,39,4,0,0,0,28,-1
24,9,1,11,4,2,3,39,4,1,0,0,40,-1
44,10,4,15,2,10,0,39,4,1,0,0,40,1
27,5,4,6,4,3,2,26,4,1,0,0,40,-1
20,10,4,15,4,12,1,39,4,1,0,0,35,-1
44,9,4,11,6,4,4,39,2,0,0,0,40,-1
51,9,4,11,2,3,0,39,0,1,0,0,40,-1
20,9,4,11,2,7,0,39,4,1,0,0,40,-1
17,7,0,1,4,0,3,39,4,0,0,0,5,-1
19,9,4,11,4,7,3,39,2,0,0,0,40,-1
45,10,5,15,2,3,0,39,4,1,0,0,55,1
60,9,4,11,2,3,0,39,4,1,0,0,40,1
42,12,4,7,2,4,0,0,2,1,0,0,40,1
44,9,6,11,2,12,5,39,4,0,0,0,40,1
40,11,4,8,2,7,0,39,1,1,0,0,40,1
30,9,4,11,2,4,5,39,4,0,0,0,40,-1
38,10,4,15,2,14,0,39,2,1,0,0,50,-1
23,9,4,11,2,14,0,39,4,1,0,0,60,-1
32,10,0,15,2,0,0,39,4,1,0,0,40,-1
44,12,4,7,4,5,3,39,4,1,0,0,40,-1
54,9,2,11,2,14,0,39,2,1,0,0,40,-1
32,13,4,9,2,10,0,39,4,1,0,0,50,-1
50,2,4,3,3,3,4,39,4,1,0,0,40,-1
24,13,4,9,4,13,1,39,4,0,0,0,20,-1
37,9,4,11,2,1,5,39,4,0,0,0,60,-1
52,9,4,11,0,14,4,39,4,1,0,0,40,-1
38,10,4,15,2,14,0,39,4,1,0,0,40,-1
49,14,4,12,2,4,0,39,4,1,0,1977,45,1
30,13,4,9,2,13,5,39,4,0,0,0,16,1
60,10,4,15,4,10,4,39,4,1,0,0,40,1
22,10,0,15,4,0,3,39,4,1,0,0,40,-1
35,9,4,11,4,3,1,39,4,1,0,0,40,-1
30,9,4,11,4,14,1,39,4,1,0,0,60,-1
67,11,4,8,0,8,1,39,4,0,0,0,24,-1
46,13,4,9,4,3,1,39,4,0,0,0,40,-1
17,5,4,6,4,8,1,39,4,1,0,0,6,-1
22,10,4,15,4,6,3,39,4,1,0,0,30,-1
27,6,4,0,4,8,1,39,4,1,0,0,40,-1
23,9,4,11,4,8,4,39,4,0,0,0,35,-1
33,12,4,7,2,3,0,32,4,1,0,0,45,-1
43,10,6,15,2,3,0,39,4,1,0,0,20,-1
28,13,7,9,4,10,1,39,4,1,0,0,20,-1
41,9,4,11,3,3,4,39,4,0,0,0,40,-1
